"Менеджер","Контрагент","Итого","cnt_first","cnt_second"
Лапаткова Мария Александровна,СПЕКТР ООО,2700.00,1,0
Дубойский Александр Николаевич,ДИАМАНТ ООО,16481272.00,1,3
Жарков Александр Павлович,СИГМАТЕХ ООО,1092000.00,1,0
Поздеев Дмитрий Михайлович,ОМЕГА-КОМ ООО,415080.49,2,2
Муравлёв Андрей Петрович,"АО ""ВАО АГРОХИМЭКСПОРТ""",52963.87,4,0
Иполитов Алексей Владимирович,ТолочинФинанс ООО (БЕЛОРУСЬ),24953.76,0,1
Столяров Владимир Викторович,ЭпсилонМаш ОАО,41134.26,3,3
Лапаткова Мария Александровна,"ООО ""ПЕСТ""",68991.15,2,1
Малахов Алексей Александрович,ОМИКРОН-МАШ ООО,29120.64,1,1
Муравлёв Андрей Петрович,КурскФинанс ООО,132143.57,6,3
Столяров Владимир Викторович,СеверСервис ООО,32083.34,4,3
Жарков Александр Павлович,КАМЕЯ ООО,187200.00,0,1
Зарубина Мария Витальевна,ТАУСИСТЕМС ООО,328739.46,1,4
Устинова Мария Александровна,ГАММАТРЕЙД ООО,1251303.52,5,3
Самохина Александра Владимировна,КобринФарма ООО (БЕЛАРУСЬ),182211.81,5,1
Стешина Оксана Александровна,ГЕРМЕС-СТРОЙ ООО,713.28,1,0
Петросян Асмик Самвеловна,СемейМаш АО (РОССИЯ),404527.35,0,1
Столяров Владимир Викторович,"ПСИ-КОМ ООО, Ярославль",27517.96,0,1
Поздеев Дмитрий Михайлович,"КСИ-ТОРГ ООО, Пермь",2928188.44,4,1
Матвеев Михаил Михайлович,ТолочинКом ТОО (БЕЛАРУСЬ),150320.93,3,0
Первов Роман Игоревич,КОНЦЕРН ООО,244820.00,0,1
Чекмарёв Андрей Анатольевич,ХИ-СТРОЙ ООО,1482.30,0,1
Лапаткова Мария Александровна,ТРАКТ ООО,21901.16,2,2
Поздеев Дмитрий Михайлович,ОМЕГА-ЭНЕРГО ООО,485917.42,6,4
Андреев Алексей Николаевич,ЛиозноЭкспорт АО (УКРАИНА),7478.64,1,0
Самохина Александра Владимировна,БЕТАТЕХ ООО,20746491.23,6,5
Муравлёв Андрей Петрович,БЕТА-КОМ ООО,10619.13,1,1
Столяров Владимир Викторович,ТК АЙСБЕРГ ООО,106526.86,2,2
Муравлёв Андрей Петрович,ЛАМБДА-СТРОЙ ООО,54784.76,2,0
Нечесова Наталья Валерьевна,СИГМА-ЭЛЕКТРО ООО,8926568.24,4,5
Зарубина Мария Витальевна,КАППАКОМП ООО,658.56,1,1
Поздеев Дмитрий Михайлович,АЛЬФА-37 ООО,527289.30,0,0
Зарубина Мария Витальевна,РОТРЕЙД ООО,371452.50,4,4
Албегов Альберт Тамерланович,АРИЭЛЬ ООО,1402000.00,2,0
Марина Кондратьева,СаратовТех АО,18702.20,0,2
Стешина Оксана Александровна,"КБ ""АРСЕНАЛ"" ООО",177537.61,4,2
Лапаткова Мария Александровна,РОБУСТ ООО,108834.00,1,0
Матвеев Михаил Михайлович,ТАУЭНЕРГО ООО,6228.00,0,1
Иполитов Алексей Владимирович,АЛЬФАСИСТЕМС ООО,22410.00,1,0
Зарубина Мария Витальевна,ЗЕТА-ИНВЕСТ ООО,16209.47,0,3
Поздеев Дмитрий Михайлович,АЛЬФА-51 ООО,2701.32,1,0
Дубойский Александр Николаевич,ДЖЕМ ООО,717200.00,1,0
Вигурин Владимир Олегович,МЮ-МАШ ООО,9829.66,0,1
Нечесова Наталья Валерьевна,ОМИКРОН-МАШ ООО,1069487.91,3,3
Вигурин Владимир Олегович,ПолоцкТрейд АО (БЕЛАРУСЬ),7302.42,0,1
Первов Роман Игоревич,МЕРИДИАН ООО,200000.00,1,0
Поздеев Дмитрий Михайлович,ФИКОМП ООО,567738.68,5,3
Зарубина Мария Витальевна,КСИ-ИНВЕСТ ООО,2570.40,1,0
Поздеев Дмитрий Михайлович,ФЕРУС СПБ ООО,12733.49,1,0
Малахов Алексей Александрович,ЛиозноПроект ТОО (КИРГИЗИЯ),14864.70,0,1
Устинова Мария Александровна,ЕльскПроект ТОО (КИРГИЗИЯ),269082.35,4,2
Муравлёв Андрей Петрович,МикашевичиЭнерго ООО (БЕЛАРУСЬ),62623.62,3,4
Зарубина Мария Витальевна,ИПСИЛОН-ПЛЮС ООО,43748.89,1,1
Зарубина Мария Витальевна,ТАУЛОГИСТИК ООО,289525.90,6,4
Первов Роман Игоревич,КСИМАШ ООО,75000.00,1,0
Самохина Александра Владимировна,СИГМАПЛЮС ООО,237652.75,1,0
Поздеев Дмитрий Михайлович,"КАППА-КОМ ООО, Ростов-на-Дону",785569.54,1,0
Малахов Алексей Александрович,АлматыФинанс ТОО (АРМЕНИЯ),5599.97,0,1
Самохина Александра Владимировна,ЩукаЭнерго ООО (УЗБЕКИСТАН),191850.69,3,1
Самохина Александра Владимировна,КСИТЕХ ООО,21110.76,1,0
Малахов Алексей Александрович,ХарьковСервис ООО,35817.06,0,1
Чернышев Кирилл Анатольевич,КопыльИндустрия АО (МОЛДОВА),3410.64,0,1
Зарубина Мария Витальевна,УралЭкспорт ООО,430436.98,5,2
Стешина Оксана Александровна,ГИДРО ООО,18276.00,0,1
Дубойский Александр Николаевич,ДЕПО ООО,1275400.00,2,0
Стешина Оксана Александровна,АНЖЕЛИКА ООО,7305.28,1,0
Столяров Владимир Викторович,ХИСЕРВИС ООО,251494.75,1,4
Малахов Алексей Александрович,СевастопольСтрой ООО,12718.80,0,2
Малахов Алексей Александрович,ХИСЕРВИС ООО,3129.00,0,1
Албегов Альберт Тамерланович,КАППАКОМП ООО,33300.00,0,1
Марина Кондратьева,ХАЛЦЕДОН ООО,485909.92,1,0
Зарубина Мария Витальевна,КемеровоМед ООО,42749.74,3,1
Вигурин Владимир Олегович,ЙОТАСИСТЕМС ООО,42756.64,1,1
Вигурин Владимир Олегович,ЛАМБДАМАШ ООО,36773.52,2,0
Андреев Алексей Николаевич,ЩукаПром ООО,670514.54,3,4
Лапаткова Мария Александровна,РАЗВИТИЕ-ТЕХ ООО,53500.00,0,2
Муравлёв Андрей Петрович,АЛЬФАПРОД ООО,66804.08,0,2
Андреев Алексей Николаевич,СенненскийИнвест АО (БЕЛАРУСЬ),154454.60,5,3
Малахов Алексей Александрович,КАППАКОНСТРУКТ ООО,82725.87,0,1
Поздеев Дмитрий Михайлович,АЛЬФАПРОД ООО,6284.87,1,0
Чернышев Кирилл Анатольевич,АВАНГАРД-СТРОЙ ООО,65397.60,0,1
Антоненко Андрей Викторович,ХойникиКонсалт АО (ГРУЗИЯ),407200.00,0,1
Поздеев Дмитрий Михайлович,ЛАМБДА-ЭНЕРГО ООО,195313.61,1,2
Муравлёв Андрей Петрович,НЮ-ПРОД ООО,129883.20,3,2
Зарубина Мария Витальевна,ОМЕГА-ЭНЕРГО ООО,56130.00,1,0
Стешина Оксана Александровна,"АО ""ВМП ""АВИТЕК""",5915.00,1,0
Малахов Алексей Александрович,"ЗАО ""Новый век агротехнологий""",23802.00,0,1
Муравлёв Андрей Петрович,КостюковичиИндустрия ТОО (АРМЕНИЯ),176063.70,4,3
Андреев Алексей Николаевич,БЕТАСТРОЙ ООО,17709.44,1,0
Зарубина Мария Витальевна,ИПСИЛОНПРОД ООО,716475.98,5,3
Столяров Владимир Викторович,АЛЬФА-3 ООО,30993.07,0,2
Столяров Владимир Викторович,ЭТАТЕХ ООО,61210.47,0,1
Албегов Альберт Тамерланович,АНГАРА ООО,138000.00,1,0
Стешина Оксана Александровна,ИПСИЛОНПРОД ООО,13183.20,1,0
Самохина Александра Владимировна,ЭПСИЛОНПРОД ООО,1879.12,1,0
Вигурин Владимир Олегович,КурскМаш ООО (ТАДЖИКИСТАН),12765.70,0,1
Столяров Владимир Викторович,ЛунаМед АО,437280.71,5,3
Устинова Мария Александровна,ОМЕГАПРОМ ООО,1311979.64,6,4
Первов Роман Игоревич,Арчединский комбинат хлебопродуктов,1109050.00,2,3
Самохина Александра Владимировна,ТАУЛОГИСТИК ООО,21796.09,2,0
Чекмарёв Андрей Анатольевич,ДЕЛЬТА-ТОРГ ООО,129935.20,0,1
Зарубина Мария Витальевна,ПолоцкИнновации ООО (БЕЛАРУСЬ),514703.46,2,3
Марина Кондратьева,МогилевЛогистика ООО (БЕЛОРУСЬ),49954.24,2,1
Андреев Алексей Николаевич,"ООО ""РОБОКОМ""",2856822.48,6,3
Поздеев Дмитрий Михайлович,ОсиповичиИнновации ООО (БЕЛАРУСЬ),85287.50,4,3
Столяров Владимир Викторович,ДЕЛЬТАСЕРВИС ООО,186313.05,2,0
Зарубина Мария Витальевна,"АКБ ""АЗИМУТ"" (ПАО)",95846.00,1,2
Иполитов Алексей Владимирович,ЭПСИЛОНКОМП ООО,3541.08,0,1
Поздеев Дмитрий Михайлович,ОМИКРОНСЕРВИС ООО,58416.76,1,2
Зарубина Мария Витальевна,КАППАКОНСТРУКТ ООО,30024.00,3,0
Муравлёв Андрей Петрович,МарсЭнерго АО (РОССИЯ),32676.05,2,2
Петросян Асмик Самвеловна,ЗЕТА-СТРОЙ ООО,56211.38,0,1
Чекмарёв Андрей Анатольевич,ТК РОССИЯ ООО,2453.96,1,0
Самохина Александра Владимировна,ЭТАТЕХ ООО,47205.50,1,0
Первов Роман Игоревич,ПРОМЫШЛЕННИК ООО,48000.00,0,1
Марина Кондратьева,ТываСервис ТОО (АРМЕНИЯ),58027.97,1,0
Вигурин Владимир Олегович,"АО ""АМЗ""",17136.00,1,0
Чернышев Кирилл Анатольевич,СигмаСтроительство ТОО,51923.83,0,1
